name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt
2014 BMW X3 164K kms,6900,"164,000",0,https://www.craigslist.org/view/d/surrey-2014-bmw-x3-164k-kms/h7nBom19pfrgixcXtjVv27,excellent,gas,grey,rebuilt,automatic,SUV,4 cylinders,4wd,Surrey,,
"1992 Dodge Dakota   49,800 Original KM's",13300,"49,800",0,https://www.craigslist.org/view/d/surrey-east-1992-dodge-dakota-original/knhcMXXGMNd9oRA79bbaAA,like new,gas,red,clean,automatic,pickup,6 cylinders,4wd,Surrey,,
"2014 INFINITI QX60 AWD – FULLY LOADED – ONLY ~120,000 KM – $14,900 OBO",14900,"118,000",0,https://www.craigslist.org/view/d/surrey-2014-infiniti-qx60-awd-fully/bXcbn4iXpGoMTq2b5j5Ttj,excellent,gas,grey,clean,automatic,SUV,6 cylinders,4wd,Surrey,,
2013 X5 BMW for grabs!,10900,"144,000",0,https://www.craigslist.org/view/d/white-rock-2013-x5-bmw-for-grabs/rzRSscherhgSV8QhhethQg,excellent,gas,white,clean,automatic,SUV,6 cylinders,,White Rock,,
2016 Honda Civic • EX-T w/Honda Sensing Sedan 4D,13000,"190,000",0,https://www.craigslist.org/view/d/vancouver-2016-honda-civic-ex-w-honda/3qLUUcKhaeyLi58hPWH1Mx,good,gas,black,clean,automatic,sedan,,fwd,delta/surrey/langley,,
2013 Honda Ridgeline,9500,"281,760",0,https://www.craigslist.org/view/d/surrey-2013-honda-ridgeline/eqDFQ73MwiUfFZJc6YsBt1,good,gas,white,clean,automatic,truck,6 cylinders,4wd,South Surrey,,
Local 2015 VW Golf Low KM,14500,"92,000",0,https://www.craigslist.org/view/d/surrey-north-local-2015-vw-golf-low-km/rcuhMuzjeYVy76vySD81p2,excellent,gas,black,clean,automatic,hatchback,4 cylinders,fwd,Surrey,,
2020 Jeep Cherokee trailhawk,16500,"127,000",0,https://www.craigslist.org/view/d/similkameen-2020-jeep-cherokee-trailhawk/4YEtPWy2n3CQMLHBfmZnyr,excellent,gas,grey,clean,automatic,SUV,6 cylinders,4wd,Rosedale,,
2021 Kia Rio 5,10000,"130,000",0,https://www.craigslist.org/view/d/surrey-2021-kia-rio/69kMZwNXPNzNsedY5Af2Au,excellent,gas,white,rebuilt,automatic,sedan,4 cylinders,fwd,delta/surrey/langley,,
1990 International 4900,8000,1,0,https://www.craigslist.org/view/d/surrey-upper-west-1990-international/u4UNszWYeLBVvn8VotQgsQ,excellent,diesel,,clean,other,truck,,,Surrey,,
2023 Hyundai Elantra Hybrid Rebuilt LOW MILEAGE little Negotiatiable,20000,"75,000",0,https://www.craigslist.org/view/d/surrey-2023-hyundai-elantra-hybrid/tTUbzKbLKMWfoqLawAFFm3,like new,hybrid,white,rebuilt,automatic,sedan,4 cylinders,,Surrey,,
2009 Kia Sadona  LX,4950,"240,000",0,https://www.craigslist.org/view/d/richmond-northeast-2009-kia-sadona-lx/6nxXqy5iApt8sNqdnDnRJE,good,gas,blue,clean,automatic,minivan,6 cylinders,fwd,richmond bc east,,
"2005 4WD/AWD toyota hiace ambulance, 31k km, empty shell",26000,"31,000",0,https://www.craigslist.org/view/d/abbotsford-wd-awd-toyota-hiace/tDyREoFUgQ7rDFU7LuTs3L,,gas,,clean,automatic,,,,abbotsford,,
"2003 Mitsubishi delica. hiroof, 4wd. 87kkm",14000,"87,000",0,https://www.craigslist.org/view/d/abbotsford-southwest-2003-mitsubishi/rQTjuxtTJ8neCdRH2qW5nE,,gas,,clean,automatic,,,4wd,abbotsford,,
"2003 Mitsubishi delica hiroof 4wd. 99kkm, serviced.",14000,"99,000",0,https://www.craigslist.org/view/d/abbotsford-southwest-2003-mitsubishi/32vV7L5EaaJbYFLSiwQX9J,,gas,,clean,automatic,,,4wd,abbotsford,,
"toyota alphard v6, AWD/4WD, 58kkm, twin sunroofs, grade 4",11600,"58,000",0,https://www.craigslist.org/view/d/langley-toyota-alphard-v6-awd-4wd-58kkm/oz7mpuaLw9hu9cC1Zx8CXs,like new,gas,,clean,automatic,,6 cylinders,,Langley,,
"Toyota grand hiace, granvia, awd/4wd, 57k km, 2*sunroofs",17000,"57,000",0,https://www.craigslist.org/view/d/abbotsford-toyota-grand-hiace-granvia/5pRS2zzGdVaDgRVgJCUWXp,,gas,,clean,automatic,,6 cylinders,4wd,abbotsford,,
"New import, 2006 Mitsubishi delica,twin-sunroofs, 39kkm G4",27000,"39,000",0,https://www.craigslist.org/view/d/abbotsford-southwest-new-import-2006/ouZG7mWNdnThd79vEJSeDs,,gas,,clean,automatic,,6 cylinders,,abbotsford,,
2017 Volvo XC60 T-5,15500,"145,000",0,https://www.craigslist.org/view/d/surrey-2017-volvo-xc60-5/owAQj1GrArbvVmfrMtfnsB,like new,gas,,clean,automatic,SUV,,,White Rock,,
2009 Honda Civic Coupe,8300,"154,000",0,https://www.craigslist.org/view/d/surrey-north-2009-honda-civic-coupe/6AhHWrfzQ4VhoAcdU9bDDN,like new,gas,black,clean,automatic,coupe,4 cylinders,fwd,Surrey,,
2015 Kia Forte LX Sedan,5000,"175,352",0,https://www.craigslist.org/view/d/surrey-2015-kia-forte-lx-sedan/sBQxF1qE9Ggs8gkCozC5PP,good,gas,white,clean,automatic,sedan,4 cylinders,,Surrey Fleetwood,,
Bmw 550 m pack,7200,"151,000",0,https://www.craigslist.org/view/d/surrey-upper-west-bmw-550-pack/pj7FoRdtkHKfGqwizAr3hF,excellent,gas,white,clean,automatic,sedan,8 cylinders,,Surrey,,
2015 Ford Escape Ecoboost,7500,"167,840",0,https://www.craigslist.org/view/d/surrey-2015-ford-escape-ecoboost/wmk1hGxzUT8KxnWFxzuiyt,like new,gas,,clean,automatic,,,fwd,Surrey,,
Nice Lexus ES350,9500,"210,000",0,https://www.craigslist.org/view/d/delta-nice-lexus-es350/vrwMQA6Q59qwg31ZDYc8iM,excellent,gas,,clean,automatic,sedan,6 cylinders,fwd,Scottsdale,,
2016 Dodge Charger Hellcat,65888,"70,000",0,https://www.craigslist.org/view/d/surrey-east-2016-dodge-charger-hellcat/oqW6HjQJvCkzFqibN54A5d,excellent,gas,black,clean,automatic,sedan,8 cylinders,,"Surrey, BC",,
1989 Jeep Wrangler YJ 4x4 – Manual – Running Project,6000,"278,391",0,https://www.craigslist.org/view/d/new-westminster-1989-jeep-wrangler-yj/siLL2dGAWSU6rAEn8EP7uk,good,gas,black,clean,manual,SUV,6 cylinders,4wd,New Westminster,2J4FY29T2KJ150060,
2007 John Cooper works convertible,12900,"104,000",0,https://www.craigslist.org/view/d/white-rock-2007-john-cooper-works/wqVsYqPvt8573ieArxFh1R,like new,gas,,clean,manual,convertible,,,delta/surrey/langley,,
2007 Mazda MX5 low kms!,15500,"67,300",0,https://www.craigslist.org/view/d/surrey-2007-mazda-mx5-low-kms/teJFZsBEFTkFqXm4xuhTjh,excellent,gas,red,rebuilt,automatic,convertible,4 cylinders,rwd,Surrey,,
1956 Cust Nomad Restomod,69888,"4,735",0,https://www.craigslist.org/view/d/west-kelowna-1956-cust-nomad-restomod/gfDBBbqFnXURB3gXGmFFsK,,gas,,rebuilt,automatic,,,,Okanagan,,
1982 Toyota Trekker  (4runner),9988,"12,345",0,https://www.craigslist.org/view/d/kelowna-west-1982-toyota-trekker-4runner/sJL33scGNK63fYq3w7eoPM,good,gas,,clean,manual,,4 cylinders,4wd,OKANAGAN,,
1994 Pontiac Formula Firehawk  6 speed,32888,"50,712",0,https://www.craigslist.org/view/d/west-kelowna-1994-pontiac-formula/4hPoD8cx2KWFp2TBmjryxA,like new,gas,,clean,manual,,8 cylinders,,Okanagan,,
2015 RS5 audi loaded low km,32880,"115,880",0,https://www.craigslist.org/view/d/kelowna-west-2015-rs5-audi-loaded-low-km/xoZpNDUy8HTKfa6czbHvyd,,gas,,clean,automatic,,8 cylinders,,OKANAGAN,,
2009 Subaru impreza WRX  STI,14900,"100,000",0,https://www.craigslist.org/view/d/coquitlam-north-2009-subaru-impreza-wrx/4aSHN5GsVZ3i8scnLTAxX4,excellent,gas,white,clean,automatic,hatchback,4 cylinders,4wd,South surrey,,
Mazda MX5 ROADSTER,8500,"120,000",0,https://www.craigslist.org/view/d/coquitlam-north-mazda-mx5-roadster/9mkV1vyGCKnZ7chroJPtwv,good,gas,grey,clean,automatic,convertible,4 cylinders,rwd,South surrey,,
2009 Subaru Forester TURBO,9000,"57,000",0,https://www.craigslist.org/view/d/coquitlam-north-2009-subaru-forester/8uouGrbMtGsPk8J4T5uWWT,like new,gas,orange,clean,automatic,SUV,4 cylinders,4wd,South surrey,,
Honda crv,5000,"240,000",0,https://www.craigslist.org/view/d/surrey-upper-west-honda-crv/nzJiGAZXeugybNP23AT687,good,gas,blue,clean,automatic,SUV,4 cylinders,4wd,delta/surrey/langley,,
2015 Nissan Leaf SV – Excellent Condition & Well Maintained,6800,"149,216",0,https://www.craigslist.org/view/d/langley-2015-nissan-leaf-sv-excellent/grMcWcquheT5hW9sKh5QMh,excellent,electric,red,clean,automatic,hatchback,,fwd,Langley city,1N4AZ0CP3FC302379,
2015 BMW X4 Xdrive 35i,16700,"132,000",0,https://www.craigslist.org/view/d/surrey-2015-bmw-x4-xdrive-35i/wugXJiej9qsejHSvBjd62C,good,gas,white,clean,automatic,SUV,6 cylinders,4wd,Surrey,,
2009 BMW X6,6000,"140,000",0,https://www.craigslist.org/view/d/surrey-2009-bmw-x6/8WZFY7Xcn2xBktxzYRnFvg,,gas,,clean,automatic,,,,delta/surrey/langley,,
1993 CAVALIER Z24 CONVERTIBLE. FULLY LOADED AND EVERYTHING WORKS.,7995,"217,000",0,https://www.craigslist.org/view/d/surrey-upper-west-1993-cavalier-z24/5dXEp6zZusgAPUegWXJ8uZ,like new,gas,white,clean,automatic,convertible,6 cylinders,fwd,SURREY,,
Accura mdx 2008,6300,"188,000",0,https://www.craigslist.org/view/d/surrey-outer-northwest-accura-mdx-2008/dk7pt3A3H8ccanjMRn5Sio,excellent,gas,grey,clean,automatic,SUV,,4wd,Surrey Outer Northwest,,
1996 Lexus LX450,15000,"345,399",0,https://www.craigslist.org/view/d/surrey-upper-west-1996-lexus-lx450/fukPbSZy2E8TJNWRdvwAjT,good,gas,black,clean,automatic,SUV,6 cylinders,4wd,Langley,JT6HJ88J0T0131260,
2009 Kenworth T800,105000,"822,000",0,https://www.craigslist.org/view/d/surrey-outer-northwest-2009-kenworth/2wuyCrBTDXwqfWsUUjVess,good,diesel,black,clean,manual,truck,,,Surrey,,
TRI-AXLE RENN S1170 TRAILER,26000,11,0,https://www.craigslist.org/view/d/surrey-outer-northwest-tri-axle-renn/61FuCFqQ6qoyKfXYv6cTm4,,other,,clean,other,,,,Surrey,,
Chevrolet Equinox 2014,5499,"133,000",0,https://www.craigslist.org/view/d/surrey-chevrolet-equinox-2014/isE2LHpbhnd1gd5QKSybAM,like new,gas,silver,clean,automatic,SUV,4 cylinders,fwd,Surrey,,
Kia Rio 2008,3495,"176,000",0,https://www.craigslist.org/view/d/surrey-kia-rio-2008/7wFQv7LUkbtLm62cZt4hY9,like new,gas,red,clean,automatic,sedan,4 cylinders,,Surrey,,
Kia Sorento 2011,4495,"208,500",0,https://www.craigslist.org/view/d/surrey-kia-sorento-2011/njvrNmwZhDGy6JCUd7aY3d,like new,gas,black,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
Kia Optima 2016,9495,"92,000",0,https://www.craigslist.org/view/d/surrey-kia-optima-2016/2fQ6SJqcSRKjs2ABAJnbKE,like new,gas,silver,clean,automatic,sedan,,,Surrey,,
Ford Escape 2014,4700,"284,828",0,https://www.craigslist.org/view/d/surrey-ford-escape-2014/dQ4TPViPdLeti5QmmsJZjF,,gas,white,clean,automatic,SUV,4 cylinders,fwd,Surrey,,
2015 Hyundai Elantra Sport,6500,"147,000",0,https://www.craigslist.org/view/d/surrey-upper-west-2015-hyundai-elantra/pmtGxaPYmvGbyd76zZ8cQv,good,gas,black,rebuilt,automatic,sedan,4 cylinders,,surrey,,
2003 Echo,3500,"310,000",0,https://www.craigslist.org/view/d/langley-2003-echo/coEqXFJGecFx93XSN9Xw3y,fair,gas,green,rebuilt,automatic,sedan,4 cylinders,fwd,Surrey,,
2018 JAGUAR XE,15000,"148,700",0,https://www.craigslist.org/view/d/surrey-upper-west-2018-jaguar-xe/2xJxuPkA9noCenopgWrTGu,excellent,diesel,white,clean,automatic,sedan,4 cylinders,4wd,surrey,,
1979 Fiat X/19,6450,"58,000",0,https://www.craigslist.org/view/d/langley-township-north-1979-fiat-19/pPUKSGeD4FoAYvrzgV23jy,,diesel,,clean,manual,,,,Langley,,
"1997 Ford F350XLT powerstroke diesel 142,000 km",29900,"142,000",0,https://www.craigslist.org/view/d/powell-river-1997-ford-f350xlt/aoXM8RRvHRKKQnGDHaKqGj,excellent,diesel,black,clean,automatic,pickup,8 cylinders,rwd,"Powell River, B.C.",,
2012 Volkswagen Passat TDI - Mechanic Special,7000,"140,000",0,https://www.craigslist.org/view/d/surrey-east-2012-volkswagen-passat-tdi/9vM6Y6UV54HK5odoEFaxUe,excellent,diesel,white,clean,automatic,sedan,4 cylinders,fwd,Cloverdale,,
2003 Hummer H2 Off-roader 4X4 Great SUV PRICED TO SELL - FIRM,11999,"260,000",0,https://www.craigslist.org/view/d/surrey-upper-west-2003-hummer-h2-off/sJh91NSvS1nRv432TNEnGT,excellent,gas,orange,clean,automatic,SUV,8 cylinders,4wd,Surrey,,
2013 Chevrolet Explorer Van Conversion,38500,"71,000",0,https://www.craigslist.org/view/d/delta-central-2013-chevrolet-explorer/o8nWniztzAjk21wesx4BEX,excellent,gas,blue,clean,automatic,van,8 cylinders,4wd,delta/surrey/langley,,
2003 Jeep Hummer H2 Off-roader 4X4 Great Luxury Truck,19999,"300,000",0,https://www.craigslist.org/view/d/surrey-upper-west-2003-jeep-hummer-h2/hob9kXWsfjdRdKUB4m3z6y,excellent,gas,green,clean,automatic,SUV,8 cylinders,4wd,Surrey,,
2013 Kia Rio,3300,"241,193",0,https://www.craigslist.org/view/d/surrey-east-2013-kia-rio/3toqCQ7F1xTupCY4WXrCQb,good,gas,black,clean,automatic,sedan,,,Surrey East,,
2015 Hyundai Elantra Touring 4 Cylinder Runs and Drives Great MANUAL,3499,"230,000",0,https://www.craigslist.org/view/d/surrey-upper-west-2015-hyundai-elantra/nGdHdArUenzWjiSpxXhV2V,excellent,gas,grey,clean,manual,hatchback,4 cylinders,fwd,Surrey,,
2014 Mercedes Benz CLA 250 BC Car ONE OWNER - 4 Cylinder,10999,"200,000",0,https://www.craigslist.org/view/d/surrey-upper-west-2014-mercedes-benz/pXkGW2Yq21y49AxozWYK38,excellent,gas,purple,clean,automatic,sedan,4 cylinders,rwd,Surrey,,
2019 Honda Accord,19300,"73,000",0,https://www.craigslist.org/view/d/delta-2019-honda-accord/gFksbGmNYPsh5beVzh88p2,excellent,gas,black,rebuilt,automatic,sedan,4 cylinders,fwd,Delta,,
1951 Jaguar Mark V,32500,"67,000",0,https://www.craigslist.org/view/d/omineca-1951-jaguar-mark/opoDxcKCoQZyfU2ULvdipm,excellent,gas,white,clean,manual,sedan,6 cylinders,,South Hazelton,,
2006 dodge ram 3500 Diesel,31000,"201,000",0,https://www.craigslist.org/view/d/delta-central-2006-dodge-ram-3500-diesel/jXcTwbpjBaYHwSikSSsvUg,good,diesel,,clean,automatic,pickup,,,delta/surrey/langley,,
2016 Acura RDX AWD Tech,17000,"148,000",0,https://www.craigslist.org/view/d/delta-east-2016-acura-rdx-awd-tech/3EMXrBLxfeStRisKKN7hos,excellent,gas,black,clean,automatic,SUV,6 cylinders,4wd,Delta,5J8TB4H51GL804722,
For sale,18000,"111,453",0,https://www.craigslist.org/view/d/surrey-east-for-sale/4XSGsut4evUi5hHQ2AVknv,excellent,gas,white,clean,automatic,SUV,4 cylinders,4wd,delta/surrey/langley,,
Audi SQ5 2015,26900,"60,717",0,https://www.craigslist.org/view/d/surrey-audi-sq5-2015/8ivQVK8cDMxfzcmg5TJaqZ,like new,gas,white,clean,automatic,SUV,6 cylinders,4wd,South Surrey,,
2018 International 4300 (24’ Box/Tailgate),49500,"313,000",0,https://www.craigslist.org/view/d/vernon-east-2018-international-box/sw1QAyHf3fqPBFrd2xVBXd,good,diesel,white,clean,automatic,truck,6 cylinders,rwd,Abbotsford,,
2017 AUDI A6 3.0T - LOW MILEAGE,26850,"75,000",0,https://www.craigslist.org/view/d/white-rock-2017-audi-a6-30t-low-mileage/fX5TW5r9wJHbYAHUP7WMB9,excellent,gas,black,clean,automatic,sedan,6 cylinders,4wd,S. Surrey/ White Rock,,
2013 grand Caravan,4900,"177,000",0,https://www.craigslist.org/view/d/surrey-2013-grand-caravan/eDjfutbp5KNjeTAxYmUKgK,,gas,,clean,automatic,minivan,,,delta/surrey/langley,,
2015 Mercedes S63 AMG,49500,"127,000",0,https://www.craigslist.org/view/d/surrey-2015-mercedes-s63-amg/cLZQMFPibCMNrg99JXzVaV,excellent,gas,,clean,automatic,sedan,8 cylinders,,delta/surrey/langley,,
Right Hand Drive***Toyota Corolla Rumion - Scion - low Km,8500,"65,000",0,https://www.craigslist.org/view/d/surrey-east-right-hand-drivetoyota/mkjzN3JERBuCJDmZR6ToU1,like new,gas,red,clean,automatic,minivan,4 cylinders,fwd,delta/surrey/langley,,
2010 Toyota Voxy Kirameki ZS,11500,"89,500",0,https://www.craigslist.org/view/d/surrey-inner-northwest-2010-toyota-voxy/9g3bgmw9noASX2Pkq2LQMi,excellent,gas,black,clean,automatic,minivan,4 cylinders,fwd,Surrey,,
wanted mopar cuda challenger dart duster demon road runner super bee,60000,"100,000",0,https://www.craigslist.org/view/d/delta-southeast-wanted-mopar-cuda/vKZnnKwbezmsGk9tPV7YRm,,gas,,clean,manual,,,,Surrey,,
2022 Hyundai IONIQ 5 Essential RWD – 68000KM - Excellent Condition,29990,"68,000",0,https://www.craigslist.org/view/d/surrey-2022-hyundai-ioniq-essential-rwd/jQxgoiGPgG31hmrBeKirBn,like new,electric,white,clean,automatic,hatchback,,rwd,Surrey,,
Honda Civic (safe buy),7995,"188,563",0,https://www.craigslist.org/view/d/victoria-south-honda-civic-safe-buy/sFqNbN931PUisYgnUuh83h,like new,gas,,clean,automatic,,,,Victoria,,
2003 honda crv,3400,"270,000",0,https://www.craigslist.org/view/d/surrey-upper-west-2003-honda-crv/sxh3yvrui2DUyUZs49capx,good,gas,,clean,automatic,SUV,4 cylinders,4wd,delta/surrey/langley,,
2016 Genesis Coupe 3.8,14000,"134,000",0,https://www.craigslist.org/view/d/delta-southwest-2016-genesis-coupe-38/wrHP7gBMaaP2fXnM45UBs7,good,gas,black,rebuilt,automatic,coupe,6 cylinders,rwd,Delta Southwest,,
Nissan Altima 2009,4800,"122,800",0,https://www.craigslist.org/view/d/vancouver-nissan-altima-2009/3pH5iQLyTsg7MPzXkkZ3Rn,excellent,gas,grey,rebuilt,automatic,sedan,4 cylinders,,Vancouver,,
CRV LX AWD 2026 - 9000k,42000,"9,000",0,https://www.craigslist.org/view/d/surrey-northeast-crv-lx-awd/6TgSAjWN3SEg7G5QthT2Gd,like new,gas,white,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
"2017 Ford F-750 + HIAB 188 (Remote) Knuckle Boom – ONLY 48,000 Miles",148000,"48,000",0,https://www.craigslist.org/view/d/surrey-2017-ford-750-hiab-188-remote/dip7hmzPVWSnejZMxeRpgf,like new,diesel,white,clean,automatic,truck,,,delta/surrey/langley,,
2011 BMW 328i Hardtop Convertible,17900,"75,000",0,https://www.craigslist.org/view/d/surrey-2011-bmw-328i-hardtop-convertible/tB7SK3Q6V3R9RbhDYsJhWq,excellent,gas,white,clean,automatic,convertible,6 cylinders,rwd,Surrey,,
2022 Hyundai elantra,15000,"125,000",0,https://www.craigslist.org/view/d/delta-northeast-2022-hyundai-elantra/vDHKNVJxhLLrHKXEgXWcum,like new,gas,black,clean,automatic,sedan,4 cylinders,fwd,delta,,
2014 Dodge Journey R/T AWD,6990,"149,000",0,https://www.craigslist.org/view/d/delta-northeast-2014-dodge-journey-t-awd/kQukc8Mmb2JGwDaT9zN4kD,like new,gas,grey,clean,automatic,SUV,6 cylinders,4wd,delta,,
2014 Chevrolet Equinox AWD,6990,"133,000",0,https://www.craigslist.org/view/d/delta-northeast-2014-chevrolet-equinox/6PsHHT1YRQspGdj8BGVcpC,like new,gas,black,clean,automatic,SUV,4 cylinders,4wd,delta,,
2021 Toyota Corolla LE upgrade,20990,"95,000",0,https://www.craigslist.org/view/d/delta-northeast-2021-toyota-corolla-le/srCCxqLdnvimpWsyiZtDTm,like new,gas,white,clean,automatic,sedan,4 cylinders,fwd,delta,,
2021 Toyota Corolla,20990,"65,000",0,https://www.craigslist.org/view/d/delta-northeast-2021-toyota-corolla/qQsTtjLxdLQDQ82hQdiGrE,like new,gas,white,clean,automatic,sedan,4 cylinders,fwd,delta,,
2009 Kia Sadona  LX,4950,"239,000",0,https://www.craigslist.org/view/d/richmond-northeast-2009-kia-sadona-lx/jy2er6Zhpw5bYzxg6fR4z1,good,gas,blue,clean,automatic,minivan,6 cylinders,fwd,richmond bc east,,
FOR SALE: 2012 Hyundai Accent – Clean Title,5500,"177,000",0,https://www.craigslist.org/view/d/surrey-for-sale-2012-hyundai-accent/hECnLzxqFfjFVbXPaCxLDm,excellent,gas,blue,clean,automatic,sedan,4 cylinders,fwd,Surrey,,
Mercedes-Benz Slk230,7800,"70,000",0,https://www.craigslist.org/view/d/kelowna-southwest-mercedes-benz-slk230/cQxVfgz4vtHmNzTHC1oG5W,like new,gas,,clean,automatic,,,,delta/surrey/langley,,
Ford f350 superduty SOLD!!!!,-1,"375,000",0,https://www.craigslist.org/view/d/delta-central-ford-f350-superduty-sold/a7WJHXTVgC2pWhZTuvY48C,fair,diesel,blue,clean,automatic,pickup,8 cylinders,4wd,Ladner,,
Toyota vellfire 2009,15000,"94,110",0,https://www.craigslist.org/view/d/delta-southwest-toyota-vellfire-2009/hNqPcgvfW8JxE51one5xsP,excellent,gas,black,clean,automatic,van,6 cylinders,fwd,Tsawwassen,,
SOLD - 2005 montana with wheelchair ramp,5500,"123,456",0,https://www.craigslist.org/view/d/surrey-inner-northwest-sold-montana/bosmwuADTzPZ5y4YVKomMR,good,gas,white,clean,automatic,van,6 cylinders,rwd,surrey,,
"2013 Hyundai Elantra Well maintained, gas miser",3400,"234,000",0,https://www.craigslist.org/view/d/delta-east-2013-hyundai-elantra-well/wWenrptBQd38avVDH7gk2Z,good,gas,white,rebuilt,automatic,sedan,4 cylinders,fwd,delta/surrey/langley,,
1998 Eagle Talon ESI $4950 or best offer,4950,113,0,https://www.craigslist.org/view/d/surrey-north-1998-eagle-talon-esi-4950/5FMggvBLGvm6CGyzQwt6cW,good,gas,black,clean,automatic,,4 cylinders,fwd,Surrey (Guildford),4E3AK44Y4WE094801,
2003 Mercedes Benz E320 Sports Edition with Airmatic suspension,8900,"205,000",0,https://www.craigslist.org/view/d/surrey-north-2003-mercedes-benz-e320/ceHM4vtC9dEufyD6fMufq2,excellent,gas,silver,clean,automatic,sedan,6 cylinders,rwd,Surrey(Guildford),,
2022 Chevy Equinox RS,17995,"51,600",0,https://www.craigslist.org/view/d/surrey-2022-chevy-equinox-rs/2JnMLyQg5U8CfRAfAwB7bZ,excellent,gas,silver,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
2016 Volkswagen Tiguan,8995,"160,000",0,https://www.craigslist.org/view/d/surrey-2016-volkswagen-tiguan/cKrDYkLUGrnSSR26pV1A7w,excellent,gas,grey,rebuilt,automatic,SUV,4 cylinders,4wd,Surrey,,
BMW for Sale,8900,"167,500",0,https://www.craigslist.org/view/d/surrey-east-bmw-for-sale/2y5ESVj3MxeLavsPkFD9DD,excellent,gas,white,clean,automatic,sedan,8 cylinders,rwd,Kelowna,WBAKB83579CY60740,
2012 Kia rio,5500,"185,000",0,https://www.craigslist.org/view/d/white-rock-2012-kia-rio/7T1MHBN5q3uWkSzuK8gQx2,like new,gas,blue,clean,automatic,sedan,4 cylinders,4wd,Surrey,,
2003 Ford F-150 XTR Super Cab 4x4,3900,"365,000",0,https://www.craigslist.org/view/d/surrey-outer-northwest-2003-ford-150/86FQqsesTa3UsZRRQraDFY,good,gas,red,clean,automatic,pickup,8 cylinders,4wd,Surrey,,
1995 Corvette Convertible - Both Tops Price Reduced,16995,"55,900",0,https://www.craigslist.org/view/d/surrey-upper-west-1995-corvette/fuQkcaSdfafpfDeHUtEmbW,excellent,gas,white,clean,automatic,convertible,8 cylinders,rwd,Bellingham,,
2006 Ford F-550,14500,"256,656",0,https://www.craigslist.org/view/d/delta-2006-ford-550/vnUXjRw46CoHdXmRw5rhyx,,gas,white,clean,automatic,truck,10 cylinders,rwd,Delta,1FDAW56Y26EA60883,
2016 Mazda CX-9 GT AWD,19995,"120,454",0,https://www.craigslist.org/view/d/richmond-2016-mazda-cx-gt-awd/uLXuxB18eUCwRpg7svewHT,,gas,,clean,automatic,,,,Surrey,,
2013 Ford Escape SE AWD,9988,"173,017",0,https://www.craigslist.org/view/d/richmond-2013-ford-escape-se-awd/fpe8A33xZKR575kec5YS1E,,gas,,clean,automatic,SUV,,,Surrey,,
2006 Honda Civic,9995,"134,183",0,https://www.craigslist.org/view/d/surrey-2006-honda-civic/d2oWCU7mpGGqK97q64aihy,,gas,,clean,automatic,,,,Surrey,,
2019 Nissan Qashqai SV AWD,10995,"167,304",0,https://www.craigslist.org/view/d/surrey-2019-nissan-qashqai-sv-awd/no16H4rpt3q6f7PHaEzcfY,,gas,,clean,automatic,,,,Surrey,,
Alfa Romeo Spider Veloce,11500,"154,000",0,https://www.craigslist.org/view/d/surrey-lower-west-alfa-romeo-spider/vMKhvh5cTQ1nCfj2Chdgya,good,gas,red,rebuilt,manual,convertible,4 cylinders,rwd,delta/surrey/langley,,
2010 Mazda 3 GT Sport Hatchback,6800,"212,000",0,https://www.craigslist.org/view/d/surrey-upper-west-2010-mazda-gt-sport/qJU8opakEPHctzK6b43Xfx,good,gas,,clean,automatic,hatchback,,,Newton,,
Mercedes Benz,6995,"175,000",0,https://www.craigslist.org/view/d/surrey-mercedes-benz/uj3pnBkeKnVC9bsCqFak4K,excellent,gas,brown,clean,automatic,sedan,6 cylinders,rwd,Surrey,,
57 Chevy -4 door HARDTOP,45000,"78,000",0,https://www.craigslist.org/view/d/aldergrove-57-chevy-door-hardtop/tTRMAb9EqHBBrm9ELEX9cd,excellent,gas,blue,clean,automatic,,,,delta/surrey/langley,,
1986 Buick regal Grand National,75000,"60,000",0,https://www.craigslist.org/view/d/surrey-1986-buick-regal-grand-national/k2gMwCr6afwU6fFLNRrGdv,like new,gas,black,clean,automatic,coupe,6 cylinders,,Surrey,1G4GK4779GP432974,
2007 Toyota Rav4 Limited AWD 214K Km only One Owner,9900,"214,000",0,https://www.craigslist.org/view/d/richmond-2007-toyota-rav4-limited-awd/fvG9tUqzUS6kyzWB6dC88T,excellent,gas,,clean,automatic,SUV,4 cylinders,4wd,Richmond,JTMBD31V975054659,
Ford Fusion SE LOW KM!!!,4900,"115,000",0,https://www.craigslist.org/view/d/richmond-ford-fusion-se-low-km/uwLFHkySSWifZygiq6fN6x,excellent,gas,grey,clean,automatic,sedan,4 cylinders,rwd,Richmond,,
2006 Mazda 3,4900,"199,978",0,https://www.craigslist.org/view/d/richmond-2006-mazda/1eBBjZDSPeByrcuT7saLTg,like new,gas,grey,clean,automatic,sedan,4 cylinders,fwd,richmond,,
