name,price,location,link,condition,cylinders,drive,fuel,odometer,paint color,title status,transmission,type,VIN
2015 Ford focus ST,"$13,500",Vancouver,https://www.craigslist.org/view/d/vancouver-2015-ford-focus-st/45QTF62oWAEytUhuMVsSGj,excellent,4 cylinders,fwd,gas,"118,000",white,clean,manual,hatchback,
2015 BMW 328i xDrive M Sport,"$15,500",city of vancouver,https://www.craigslist.org/view/d/vancouver-2015-bmw-328i-xdrive-sport/gwvUVrCerzM3BiAugefKts,excellent,4 cylinders,fwd,gas,"104,000",blue,clean,automatic,sedan,
Toyota vellfire 2009,"$15,000",Tsawwassen,https://www.craigslist.org/view/d/delta-southwest-toyota-vellfire-2009/hNqPcgvfW8JxE51one5xsP,excellent,6 cylinders,fwd,gas,"94,110",black,clean,automatic,van,
!! 2005 Yukon !!,"$10,000",Coquitlam,https://www.craigslist.org/view/d/coquitlam-yukon/5YCPWk4wRfaEe81XFALaZ9,,,,gas,"258,000",,clean,automatic,SUV,
2020 Nissan NV200. No Accidents,"$17,950",Surrey,https://www.craigslist.org/view/d/burnaby-2020-nissan-nv200-no-accidents/vbjL2QaTtogkxCi7xWctfe,excellent,4 cylinders,fwd,gas,"78,388",white,clean,automatic,van,
2009 Mazda Tribute FWD,"$3,250",South Surrey,https://www.craigslist.org/view/d/surrey-2009-mazda-tribute-fwd/4Ez8g6sgQDDuJQ9EwJUZcf,good,4 cylinders,fwd,gas,"341,581",black,clean,automatic,SUV,
2006 Bmw 525i luxury no accident clean,"$2,850",delta/surrey/langley,https://www.craigslist.org/view/d/surrey-east-2006-bmw-525i-luxury-no/g6BeifWXUQzFSxSaUfgk81,,,,gas,"195,000",,clean,automatic,sedan,
cargo camper mini van  test drive  pontiac montana,"$2,480",Vancouver BC,https://www.craigslist.org/view/d/surrey-inner-northwest-cargo-camper/wJzCvgYbm6gAYmQkffKqxz,good,6 cylinders,fwd,gas,"250,000",blue,clean,automatic,minivan,
2022 Ford F-250 XLT 4x4 No Accidents,"$22,950",Surrey,https://www.craigslist.org/view/d/burnaby-2022-ford-250-xlt-4x4-no/apS4CXtTvPQ5VDRN5icKhb,excellent,8 cylinders,4wd,gas,"236,889",white,clean,automatic,truck,
2008 FORD ESCAPE XLT  4 WD * LADY DRIVEN EXCELLENT ON FUEL,"$7,000",Greater Vancouver,https://www.craigslist.org/view/d/surrey-north-2008-ford-escape-xlt-wd/g6gQmHgixf37BWUjKB4NAJ,good,4 cylinders,4wd,gas,"294,259",grey,clean,automatic,SUV,
Ford f350 superduty,"$2,000",Ladner,https://www.craigslist.org/view/d/delta-central-ford-f350-superduty/a7WJHXTVgC2pWhZTuvY48C,fair,8 cylinders,4wd,diesel,"375,000",blue,clean,automatic,pickup,
2010 Mercedes C250 automatic,"$6,250",burnaby/newwest,https://www.craigslist.org/view/d/burnaby-2010-mercedes-c250-automatic/uq36rxMczi1q4U3b11ndf1,excellent,6 cylinders,4wd,gas,"145,000",white,clean,automatic,sedan,
1994 ford Club wagon 150 xlt,$0,surrey,https://www.craigslist.org/view/d/surrey-1994-ford-club-wagon-150-xlt/ujGQ1dUQsvZJ9k3UugvHAT,like new,8 cylinders,rwd,gas,"68,000",,clean,automatic,wagon,
2015 Range Rover Sport Supercharged Autobiography,"$19,500",Lions Bay,https://www.craigslist.org/view/d/furry-creek-2015-range-rover-sport/r7Db9KihQC6T4ct3RP21tZ,excellent,,,gas,"236,000",,clean,automatic,SUV,
2021 VW JETTA COMFORT LINE PERFECT CONDITION,"$18,200",Burnaby,https://www.craigslist.org/view/d/burnaby-2021-vw-jetta-comfort-line/h6oQL6SJAeKL9xhHiyokMM,excellent,4 cylinders,fwd,gas,"81,000",white,clean,automatic,sedan,
2021 VW JETTA COMFORT LINE PERFECT CONDITION,"$18,200",Burnaby,https://www.craigslist.org/view/d/burnaby-2021-vw-jetta-comfort-line/ef1ssYwASrturx7bS94dsJ,excellent,4 cylinders,fwd,gas,"81,000",white,clean,automatic,sedan,
2021 VW JETTA COMFORT LINE PERFECT CONDITION  (Burnaby),"$18,800",Burnaby,https://www.craigslist.org/view/d/burnaby-2021-vw-jetta-comfort-line/dvvyfBkGCrqDeRK3RsY8LT,excellent,4 cylinders,fwd,gas,"81,000",white,clean,automatic,sedan,
2009LEXUS ES 350,"$9,700",burnaby/newwest,https://www.craigslist.org/view/d/port-coquitlam-north-2009lexus-es-350/fuyaTJPW6Q7ANwPzTGYWLW,like new,6 cylinders,fwd,gas,"190,000",brown,clean,automatic,sedan,
2002 Suzuki Every Join 4WD 73km A/C Clean Title,"$6,300",New Westminster,https://www.craigslist.org/view/d/new-westminster-southwest-2002-suzuki/11qXmgLQ5ffc5eHaddW7iZ,excellent,3 cylinders,4wd,gas,"73,000",silver,clean,automatic,SUV,
"2009 Honda Vamos RWD 95,000km NEW TIMING BELT","$8,000",New Westminster,https://www.craigslist.org/view/d/new-westminster-southwest-2009-honda/6ne8HKo6iYosGA3oJrSdT3,excellent,3 cylinders,rwd,gas,"95,000",black,clean,automatic,van,
1991 Honda ACTY Truck NEW TIMING BELT Manual 49000km,"$6,200",Surrey,https://www.craigslist.org/view/d/surrey-1991-honda-acty-truck-new-timing/ehZ3AkNWvpD8LLDvAyT4yA,excellent,3 cylinders,rwd,gas,"49,000",white,clean,manual,truck,
"1994 Honda ACTY Truck AWD Manual 127,000km timing belt replaced","$6,900",Surrey,https://www.craigslist.org/view/d/surrey-north-1994-honda-acty-truck-awd/5y5otnjYZwzQ7Kx1BGa6SQ,excellent,3 cylinders,4wd,gas,"127,000",white,clean,manual,truck,
"2009 Turbo Suzuki Wagon R Stingray - 158km 7spd Auto, Clean Title","$8,400",Surrey,https://www.craigslist.org/view/d/surrey-2009-turbo-suzuki-wagon-stingray/5Qa4pFHgsVtMLpXwaeU9oX,good,3 cylinders,fwd,gas,"158,000",blue,clean,automatic,wagon,
2007 Dodge Magnum R/T Hemi - 158000KM,"$9,900",Surrey BC,https://www.craigslist.org/view/d/surrey-upper-west-2007-dodge-magnum-t/eacraE9vGFg6Dnks5yryWR,good,8 cylinders,rwd,gas,"158,000",black,rebuilt,automatic,wagon,
1987 Volkswagen Westfalia Vanagon GL,"$35,000",Vancouver,https://www.craigslist.org/view/d/vancouver-1987-volkswagen-westfalia/cwPZB4S9yX7HE6RQWeZENQ,excellent,,fwd,gas,"345,000",white,clean,manual,van,
"NEW Nissan Rogue (2014-2020) Floor Mats, Carpet",$75,Richmond,https://www.craigslist.org/view/d/richmond-south-new-nissan-rogue-floor/2XGLhn7NZYFGveewJCeBef,new,,,other,1,black,clean,other,SUV,
2014 Jeep Grand Cherokee Limited 4X4,"$9,500",Surrey BC,https://www.craigslist.org/view/d/surrey-upper-west-2014-jeep-grand/28XH4CCJ8QdU3WiwACQ6Bu,excellent,6 cylinders,4wd,gas,"217,000",white,rebuilt,automatic,SUV,
Toyota 2018,"$35,000",delta/surrey/langley,https://www.craigslist.org/view/d/surrey-toyota-2018/ucHZ5Dbav3VweHfKxJo5Y5,good,,,gas,"130,000",silver,clean,automatic,,
2015 Volkswagen Jetta,"$10,000",New Westminster,https://www.craigslist.org/view/d/burnaby-2015-volkswagen-jetta/ca1nVxejoypaoXCeHZBVBE,excellent,4 cylinders,fwd,gas,"100,462",white,clean,automatic,sedan,
Honda Accord DX  2006 (Fully loaded!),"$5,500",Pitt Meadows,https://www.craigslist.org/view/d/pitt-meadows-honda-accord-dx-2006-fully/w8SjobyfbxUyKo2gTHYK2b,excellent,4 cylinders,fwd,gas,"192,000",silver,clean,automatic,sedan,
CHEVY CAVALIER 2002 VERY LOW KMS 90000,"$3,900",Burnaby,https://www.craigslist.org/view/d/burnaby-chevy-cavalier-2002-very-low/ituBg1rGgnbGmmtpYYgoWB,,4 cylinders,fwd,gas,"90,000",grey,clean,automatic,sedan,
LOW MILEAGE - 2025 Mitsubishi Outlander PHEV - SEL AWD,"$47,500",Port Moody,https://www.craigslist.org/view/d/port-moody-low-mileage-mitsubishi/sAcpCUQnQoCB8jz2AzZP44,like new,4 cylinders,4wd,hybrid,"17,200",blue,clean,automatic,SUV,JA4T5VA94SZ606998
2006 BMW M6 *V10 Monster*,"$24,000",delta/surrey/langley,https://www.craigslist.org/view/d/delta-northeast-2006-bmw-m6-v10-monster/c69Q1vemsEvWeHvrrPkL5a,excellent,10 cylinders,,gas,"154,000",,rebuilt,other,,
2013 Chrysler Town and Country van,"$8,200",Vancouver,https://www.craigslist.org/view/d/vancouver-2013-chrysler-town-and/2Bwcw8de5Dm4RbfRmDi5hY,excellent,6 cylinders,fwd,gas,"170,000",blue,clean,automatic,minivan,
Dodge Stealth R/T   * 5speed *,"$8,500",delta/surrey/langley,https://www.craigslist.org/view/d/delta-northeast-dodge-stealth-t-5speed/eo5bnVrrjpn4AanG8S3H1C,excellent,6 cylinders,fwd,gas,"208,000",,clean,manual,,
Toyota RAV4 2012 4WD for Sale!,"$9,800",Burnaby,https://www.craigslist.org/view/d/burnaby-toyota-rav-wd-for-sale/quWWEfpT5AGNNPxj7zadtP,excellent,4 cylinders,4wd,gas,"214,000",silver,rebuilt,automatic,SUV,
2005 Nissan Altima 2.5L SL,"$1,100",Surrey,https://www.craigslist.org/view/d/surrey-northeast-2005-nissan-altima-25l/ciJNCjsEUBC54YN1CT3dNi,fair,4 cylinders,fwd,gas,"256,000",red,clean,automatic,sedan,
Volkswagen Euro van weekender,"$12,950",Vancouver,https://www.craigslist.org/view/d/vancouver-volkswagen-euro-van-weekender/3QasRxVwwjd9k6ymoAJpxx,excellent,6 cylinders,fwd,gas,"231,043",blue,clean,automatic,van,
2004 Mazda 6,"$2,400",North Shore,https://www.craigslist.org/view/d/north-vancouver-2004-mazda/iM3pmrG6cbuUm6pznbnzD1,good,4 cylinders,rwd,gas,"197,000",red,clean,automatic,sedan,
Polaris slingshot 2015,"$17,500",Mission,https://www.craigslist.org/view/d/mission-west-polaris-slingshot-2015/3SA2QFECBSoZPQnnRRqttx,excellent,4 cylinders,rwd,gas,"15,000",red,clean,manual,other,
2013 Nissan Maxima,"$12,000",Surrey,https://www.craigslist.org/view/d/surrey-northeast-2013-nissan-maxima/3Fi7x2MZYqz8iktdYiY3fo,excellent,,,gas,"106,291",white,clean,automatic,sedan,
BMW Wheels,$300,Tsawwassen,https://www.craigslist.org/view/d/delta-southwest-bmw-wheels/5C4n4n1oQzv6SQXudYhbNE,,,,gas,"1,111,111",,clean,automatic,,
1989 Jaguar XJS,"$10,500",north shore,https://www.craigslist.org/view/d/squamish-1989-jaguar-xjs/buuNT6xqRi8vegENYwSFCX,good,12 cylinders,rwd,gas,"69,000",blue,clean,automatic,convertible,
2014 Hyundai Santa Fe - NEW ENGINE - NEW AC - NEW BRAKES,"$11,500",Vancouver,https://www.craigslist.org/view/d/whistler-2014-hyundai-santa-fe-new/oEChv6rmA4GLfWmYmXaZDk,good,4 cylinders,4wd,gas,"144,500",grey,clean,automatic,SUV,
2008 Honda Accord,"$3,100",Burnaby,https://www.craigslist.org/view/d/burnaby-2008-honda-accord/58xhFUeA9veUXryKZBG6ER,like new,4 cylinders,fwd,gas,"287,580",silver,clean,automatic,sedan,
Low Mileage 2009 Toyota Corolla CE,"$9,000",North Vancouver,https://www.craigslist.org/view/d/north-vancouver-northwest-central-low/dMxvg88Gx11JE8FwUAq8Ry,good,4 cylinders,fwd,gas,"137,342",,clean,automatic,sedan,
Mazda CX5,"$18,500",Burnaby,https://www.craigslist.org/view/d/burnaby-mazda-cx5/4T5PAtjtid1X2uVJCNTYBA,good,,,gas,"66,775",grey,clean,automatic,SUV,
"2020 F-150 one owner, low milage","$34,500",Vancouver,https://www.craigslist.org/view/d/north-vancouver-northwest-2020-150-one/1eikh7EYnP9FdWzeJLXCZj,excellent,6 cylinders,4wd,gas,"30,000",grey,clean,automatic,pickup,
2012 Nissan Versa Sedan 1.6 SV With Convenience Package!!!,"$6,390",Richmond/Vancouver,https://www.craigslist.org/view/d/vancouver-2012-nissan-versa-sedan-16-sv/gozf9dAxw9xZScP88JpBw8,good,4 cylinders,fwd,gas,"97,000",grey,clean,automatic,sedan,3N1CN7AP6CL906733
2012 Buick Enclave,"$6,500",Richmond,https://www.craigslist.org/view/d/richmond-2012-buick-enclave/72cxo2e6kCtkewE14EyYx9,excellent,6 cylinders,,gas,"212,000",red,clean,automatic,SUV,
Tdi diesel wagon jetta Volkswagen,"$2,900",Richmond,https://www.craigslist.org/view/d/richmond-tdi-diesel-wagon-jetta/8HynsidvDiD2DU4M4ArYcC,,,,diesel,"420,000",,clean,automatic,,
Tdi diesel wagon jetta Volkswagen,"$2,900",Richmond,https://www.craigslist.org/view/d/richmond-tdi-diesel-wagon-jetta/sGGxQ98Z8hJECn17hihZau,,,,diesel,"480,000",,rebuilt,automatic,,
2011 BMW 335IS 6-Speed Manual Transmission,"$18,000",North Shore,https://www.craigslist.org/view/d/west-vancouver-2011-bmw-335is-speed/jnf7fNGDQPncYWJ54bi5KE,fair,6 cylinders,rwd,gas,"195,500",black,clean,manual,coupe,
2019 Kia Forte EX+ 85k clean title,"$13,499",Coquitlam,https://www.craigslist.org/view/d/coquitlam-2019-kia-forte-ex-85k-clean/s3FiMJzEi14MoW1i6Mzhfc,excellent,4 cylinders,fwd,gas,"85,125",grey,clean,automatic,sedan,
2005 Pontiac sun fire,"$2,550",delta/surrey/langley,https://www.craigslist.org/view/d/surrey-outer-northwest-2005-pontiac-sun/7vmgHnTekr9ChNSaD6BLzv,,,,gas,"169,000",,clean,automatic,,
Mazda 5,"$5,500",Renfrew Heights,https://www.craigslist.org/view/d/vancouver-mazda/jDi3dJiRDCUuNkETFiw2gy,excellent,4 cylinders,fwd,gas,"220,000",grey,clean,automatic,wagon,
"2013 Honda Civic – $7,500 CAD","$7,500",burnaby/newwest,https://www.craigslist.org/view/d/burnaby-2013-honda-civic-cad/xjzWhPjedpxkmpFAyJkkPW,good,,,gas,"25,252",,clean,automatic,,
2009 Hyundia Sportage AWD,"$2,900",Surrey,https://www.craigslist.org/view/d/surrey-2009-hyundia-sportage-awd/ruFT2UpEotTpvAh156n3LU,good,6 cylinders,4wd,gas,"166,211",red,clean,automatic,SUV,
2005 Ford Escape XLT,"$1,995",Burnaby,https://www.craigslist.org/view/d/burnaby-2005-ford-escape-xlt/jWhjGDpFjXBb4aAdydqEjP,,,,gas,"288,000",,clean,automatic,SUV,
"2012 Nissan Sentra S, Clean title,Automatic, 4door, Ac, ..............","$2,600",Burnaby,https://www.craigslist.org/view/d/burnaby-2012-nissan-sentra-clean/bVokHhz3nSRTSiTUF9Wt1S,good,4 cylinders,,gas,"225,000",,clean,automatic,sedan,
FORD FUSION SE 2.5L 2012,"$4,800",BURNABY,https://www.craigslist.org/view/d/burnaby-ford-fusion-se-25l-2012/vSemGFtythvnbxUPhphjv9,excellent,4 cylinders,fwd,gas,"198,560",custom,clean,automatic,sedan,
2015 KIA SOUL EX – Automatic | Clean Title,"$4,700",Burnaby,https://www.craigslist.org/view/d/burnaby-2015-kia-soul-ex-automatic/n6QvHcvXXPeMS6pWJXH9Q3,excellent,,,gas,"217,000",red,clean,automatic,hatchback,
2005 Toyota sienta,"$5,500",Burnaby,https://www.craigslist.org/view/d/burnaby-2005-toyota-sienta/bT87gKeMR3PAXswv2fy7WW,,4 cylinders,fwd,gas,"120,000",,clean,automatic,,
2010 Chevrolet Equinox LT,"$6,500",Tsawwassen,https://www.craigslist.org/view/d/delta-southwest-2010-chevrolet-equinox/bBhTTWrFUfbFZGNkFfMWyg,like new,4 cylinders,fwd,gas,"131,000",white,clean,automatic,SUV,
2009 Toyota Corolla,"$3,750",Vancouver,https://www.craigslist.org/view/d/vancouver-2009-toyota-corolla/gRVde1HHSah7MpEXbTu6kE,excellent,4 cylinders,fwd,gas,"179,000",white,clean,automatic,sedan,
BMW 323i,"$1,950",north shore,https://www.craigslist.org/view/d/north-vancouver-east-central-bmw-323i/8bhRrpodwvf9a9GiJu4iMT,,,,gas,"205,000",,clean,automatic,sedan,
"2014 FIAT 500l LOUNGE Clean title, BC vehicle","$5,400",Burnaby,https://www.craigslist.org/view/d/burnaby-2014-fiat-500l-lounge-clean/wMVDWAF9MxhcTcRntoFy3X,excellent,,,gas,"134,000",red,clean,automatic,hatchback,
2016 Kia Soul EV - Must go or Best offer,"$5,900",Surrey,https://www.craigslist.org/view/d/surrey-upper-west-2016-kia-soul-ev-must/eRAHYF3KzrQDZe5QCThihp,like new,4 cylinders,fwd,electric,"104,000",black,clean,automatic,hatchback,KNDJP3AE6G7011470
"2010 Ford Escape - AWD -Back up Camera, Apple Car Play","$4,500",Surrey,https://www.craigslist.org/view/d/surrey-upper-west-2010-ford-escape-awd/64fGAzuGWa6Qkcm9897xZu,excellent,4 cylinders,4wd,gas,"250,082",grey,clean,automatic,SUV,1FMCU9D73AKC86506
"320 CDI Diesel SUV,  320CDI, Beautiful Black Mercedes, VERY Reliable","$7,000",Burnaby,https://www.craigslist.org/view/d/burnaby-320-cdi-diesel-suv-320cdi/8Tpcu9CyAHdZ2rvNpM8xtt,,,,diesel,"204,000",,clean,automatic,SUV,
2014 Honda CRV EX - AWD,"$16,500",tricities/pitt/maple,https://www.craigslist.org/view/d/coquitlam-north-2014-honda-crv-ex-awd/hVALn3VRS6QQ1VHM9pTchP,excellent,4 cylinders,4wd,gas,"142,000",silver,clean,automatic,SUV,
2012 Mercedes-Benz ML 550 4 Matic AMG,"$14,499",Coquitlam,https://www.craigslist.org/view/d/coquitlam-north-2012-mercedes-benz-ml/74oyWM7JZWsxbhvnK5hg5Q,good,8 cylinders,4wd,gas,"194,000",,clean,automatic,SUV,
PT Cruiser,"$2,800",Surrey,https://www.craigslist.org/view/d/surrey-pt-cruiser/3TgKP63bNSkqChakxaNno3,excellent,4 cylinders,fwd,gas,"175,000",red,clean,automatic,hatchback,
Mazda RX8,"$2,800",Surrey,https://www.craigslist.org/view/d/surrey-mazda-rx8/6Xpzt872M4YJJbKS12ZzaH,good,other,rwd,gas,"123,423",grey,clean,manual,coupe,
PT Cruiser,"$2,800",Surrey,https://www.craigslist.org/view/d/surrey-pt-cruiser/3G6xydC7NecYE4RYJVW7PV,excellent,4 cylinders,fwd,gas,"175,000",red,clean,automatic,hatchback,
2019 Toyota Corolla LE – Clean Title – Excellent Condition,"$22,000",Richmond,https://www.craigslist.org/view/d/richmond-2019-toyota-corolla-le-clean/2gWBZwXemXKiPPuFdVrjix,excellent,,,gas,"70,074",silver,clean,automatic,sedan,
"2015 Mercedes Sprinter CAMPER VAN 2500 Bluetec 210,000KM No accidents","$39,950",tricities/pitt/maple,https://www.craigslist.org/view/d/port-coquitlam-north-2015-mercedes/aSXRuE9Vtty5ZHCQmLB8bv,excellent,6 cylinders,rwd,diesel,"210,000",white,clean,automatic,minivan,
2006 BMW 750I,"$12,500",west coquitlam,https://www.craigslist.org/view/d/coquitlam-north-2006-bmw-750i/fiJgmJkeUoXRT9VxhoucBH,like new,8 cylinders,4wd,gas,"149,000",,clean,automatic,sedan,
Mercedes-Benz Slk230,"$8,500",delta/surrey/langley,https://www.craigslist.org/view/d/langley-city-mercedes-benz-slk230/cQxVfgz4vtHmNzTHC1oG5W,like new,,,gas,"70,000",,clean,automatic,,
2010 Dodge Journey - very low kilometers,"$8,400",New Westminster,https://www.craigslist.org/view/d/new-westminster-southwest-2010-dodge/aquav9nuBNSXKXawSYBTeJ,like new,4 cylinders,fwd,gas,"23,000",grey,clean,automatic,SUV,
2012 Nissan juke,"$2,950",Burnaby,https://www.craigslist.org/view/d/burnaby-2012-nissan-juke/gp85wifhjsJYEesFHPzNaU,,,,gas,"250,000",,clean,automatic,,
2014 Jeep Cherokee Sport - One Owner,"$7,650",Surrey,https://www.craigslist.org/view/d/surrey-2014-jeep-cherokee-sport-one/fohpDLcXLxCa5RzSEoSBDE,excellent,4 cylinders,4wd,gas,"136,000",black,clean,automatic,SUV,
2008 Subaru Legacy AWD - Clean Title,"$2,950",Surrey,https://www.craigslist.org/view/d/surrey-2008-subaru-legacy-awd-clean/ae4cedQamkdkpwusMvaT7N,excellent,4 cylinders,4wd,gas,"213,000",grey,clean,automatic,sedan,
2017 Ford Escape AWD - Fully Loaded,"$7,950",Surrey,https://www.craigslist.org/view/d/surrey-2017-ford-escape-awd-fully-loaded/mPFSfV1SacDgxrJyb4GkmC,excellent,4 cylinders,4wd,gas,"167,000",grey,clean,automatic,SUV,
Subaru Forester,"$2,500",West Vancouver,https://www.craigslist.org/view/d/west-vancouver-subaru-forester/j5YaDHjPfkbPLLhJyKF2sS,good,4 cylinders,4wd,gas,"154,152",black,clean,manual,SUV,
Ford F150 4 x 4,"$2,200",New Westminister,https://www.craigslist.org/view/d/new-westminster-northeast-ford-f150-x/hpGB5RtoC5ynZwZnAsB4jY,like new,8 cylinders,,gas,"327,000",,clean,automatic,pickup,
2023 Toyota Corolla Le. No Accidents,"$19,950",Surrey,https://www.craigslist.org/view/d/burnaby-2023-toyota-corolla-le-no/4K2dxuYZ6nW8WEGSufPe3f,excellent,4 cylinders,fwd,gas,"84,850",silver,clean,automatic,sedan,
2016 Kia Sorento SX Turbo AWD,"$16,000","Pitt Meadows, BC",https://www.craigslist.org/view/d/pitt-meadows-2016-kia-sorento-sx-turbo/icJwD6tsJtfuaGMv77fo3c,excellent,4 cylinders,4wd,gas,"101,765",black,clean,automatic,SUV,
FOR SALE: 2012 Hyundai Accent – Clean Title,"$5,500",Surrey,https://www.craigslist.org/view/d/surrey-for-sale-2012-hyundai-accent/hECnLzxqFfjFVbXPaCxLDm,excellent,4 cylinders,fwd,gas,"177,000",blue,clean,automatic,sedan,
2004 Toyota Matrix,"$2,100",Burnaby,https://www.craigslist.org/view/d/burnaby-2004-toyota-matrix/d6nFv9A8JTtAGJ2LMFF27L,like new,4 cylinders,fwd,gas,"299,850",silver,clean,automatic,wagon,
1997 Mustang Cobra Convertible,"$29,500",Burnaby,https://www.craigslist.org/view/d/burnaby-1997-mustang-cobra-convertible/odgJMPwZkAviXoJP188o26,excellent,8 cylinders,rwd,gas,"72,871",white,clean,manual,convertible,
2008 Dodge Grand Caravan SE,"$4,800",Vancouver,https://www.craigslist.org/view/d/vancouver-2008-dodge-grand-caravan-se/4dUZ23ViAWcLR5nXXEf5fc,good,6 cylinders,fwd,gas,"200,000",,clean,automatic,minivan,
2016 Mitsubishi RVR GT AWD - Panoramic Roof - 2.4L Engine - 125 000,"$13,000",UBC,https://www.craigslist.org/view/d/vancouver-2016-mitsubishi-rvr-gt-awd/scX9vJR6tS2yW4e1mZKdBr,excellent,,fwd,gas,"125,000",blue,rebuilt,automatic,SUV,
BMW X1 xDrive28i 2012 - NEW ENGINE- N20 E84 (ONLY 50000 KM DRIVEN),$1,Vancouver,https://www.craigslist.org/view/d/vancouver-bmw-x1-xdrive28i-new-engine/75xU2kugenW26Qnobs8sVB,good,4 cylinders,4wd,gas,"220,000",silver,clean,automatic,SUV,
2018 Chevrolet Impala Premier,"$8,950",Surrey,https://www.craigslist.org/view/d/burnaby-2018-chevrolet-impala-premier/cKc7B89yc1JGsVLdTQrzxF,excellent,6 cylinders,fwd,gas,"107,385",blue,clean,automatic,sedan,
2010 Toyota Venza (Clean title),"$6,999",Richmond,https://www.craigslist.org/view/d/richmond-2010-toyota-venza-clean-title/cgsAAZTDA3cEnrAa2Vj13g,excellent,4 cylinders,4wd,gas,"189,000",blue,clean,automatic,SUV,
2012 Chevrolet express 4500 cube van,"$12,000",tricities/pitt/maple,https://www.craigslist.org/view/d/abbotsford-southeast-2012-chevrolet/qXFU4zQTJPrbnVzm11jbDX,good,8 cylinders,rwd,gas,"199,470",white,clean,automatic,van,
Acura MDX 2005,"$2,500",richmond,https://www.craigslist.org/view/d/richmond-southwest-acura-mdx-2005/dPEHfGzWwwi3HRjRVPPnbv,good,6 cylinders,,gas,"228,000",white,clean,automatic,SUV,
2000 Dodge Durango SLT - WE NEED IT GONE!!!,"$2,950",East Vancouver,https://www.craigslist.org/view/d/vancouver-2000-dodge-durango-slt-we/dzgnUBxprNPdiHd8zYBQqK,good,8 cylinders,rwd,gas,"315,500",black,clean,automatic,SUV,
2002 SILVER MAZDA `ZOOM ZOOM` PROTEGE 5,"$3,750",East Vancouver,https://www.craigslist.org/view/d/vancouver-2002-silver-mazda-zoom-zoom/4YdkzCG99siKy7hYjJ45Pn,good,,,gas,"229,500",silver,clean,automatic,hatchback,
Long Weekend Offers! - 2000 Black Dodge Durango Needs Work!,"$2,799",East Vancouver,https://www.craigslist.org/view/d/vancouver-long-weekend-offers-black/8k76T3R2wvBLg7hGmpLABp,good,8 cylinders,rwd,gas,"315,500",,clean,automatic,truck,
2016 Chevrolet Equinox LT,"$9,800",New Westminster,https://www.craigslist.org/view/d/new-westminster-northeast-2016/9oJd7aimeB8VtiKxmJQqZB,excellent,4 cylinders,,gas,"124,000",grey,clean,automatic,SUV,
2007 Honda Accord Coupe 2+1 doors,"$7,800",New Westminster,https://www.craigslist.org/view/d/new-westminster-southwest-2007-honda/o1nxtu5b2ZtjrHotUCHvT5,excellent,,fwd,gas,"153,000",grey,clean,automatic,coupe,
2009 Kia Sadona  LX,"$4,950",richmond bc east,https://www.craigslist.org/view/d/richmond-northeast-2009-kia-sadona-lx/jy2er6Zhpw5bYzxg6fR4z1,good,6 cylinders,fwd,gas,"239,000",blue,clean,automatic,minivan,
Mercedes Benz G63 AMG matte black,"$85,900",vancouver,https://www.craigslist.org/view/d/vancouver-mercedes-benz-g63-amg-matte/gL3GHeLLBhUaW89iXkwQ2n,like new,8 cylinders,,gas,"79,500",black,clean,automatic,,
2007  volvo s60,"$3,000",surrey,https://www.craigslist.org/view/d/surrey-east-2007-volvo-s60/sXuDr2tEKTBsfMQUncqfLz,good,5 cylinders,fwd,gas,"154,405",grey,clean,automatic,sedan,
Mitsubishi outlander 2010 ( Clean title),"$2,799",Richmond,https://www.craigslist.org/view/d/richmond-mitsubishi-outlander-clean/2zeRtQHTXitTDScXkFfwyG,good,6 cylinders,fwd,gas,"329,000",black,clean,automatic,SUV,
"2002 Honda CRV -$1,500",$1,Port Coquitlam,https://www.craigslist.org/view/d/port-coquitlam-2002-honda-crv-1500/i1a3C3yunVd5Yv5yF8ZJDb,good,4 cylinders,4wd,gas,"302,000",blue,clean,automatic,SUV,
"2007 Honda CRV awd , $3,000 firm",$1,Vancouver,https://www.craigslist.org/view/d/vancouver-2007-honda-crv-awd-firm/uTXA3TyPrUTkXTVW2Z1WeM,good,4 cylinders,4wd,gas,"314,000",grey,clean,automatic,SUV,
2002 Mercedes Benz C320,"$3,800",Richmond,https://www.craigslist.org/view/d/richmond-2002-mercedes-benz-c320/mQSK1q7KA7XqtRe1w5SCjT,excellent,6 cylinders,rwd,gas,"134,800",blue,clean,automatic,sedan,
2002 Dodge Durango,$1,city of vancouver,https://www.craigslist.org/view/d/vancouver-2002-dodge-durango/2DPR85J4RHf8nNvhQge59N,fair,8 cylinders,4wd,gas,"123,456",black,clean,automatic,SUV,
2015 jeep wrangler 2 dr .,"$14,999",Vancouver,https://www.craigslist.org/view/d/vancouver-2015-jeep-wrangler-dr/f4zBu5JGzSqPNsW3dUiP3G,excellent,6 cylinders,4wd,gas,"131,000",black,clean,manual,SUV,
Jeep Patriot 2011,"$2,800",Surrey,https://www.craigslist.org/view/d/surrey-jeep-patriot-2011/dcSjcLREUVuxpvUuof6zfF,excellent,4 cylinders,4wd,gas,"255,124",white,clean,automatic,SUV,
Mercedes GL 350,"$9,900",Surrey,https://www.craigslist.org/view/d/surrey-mercedes-gl-350/mdLegB85zJPbohyvBsCWWZ,excellent,6 cylinders,4wd,diesel,"175,899",silver,clean,automatic,SUV,
